# BUSCO version is: 5.4.5 
# The lineage dataset is: apicomplexa_odb10 (Creation date: 2020-09-10, number of genomes: 54, number of BUSCOs: 446)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
6796at5794	Complete	3323_g	591.9	553	https://www.orthodb.org/v10?query=6796at5794	Sec1-like protein
6891at5794	Complete	118_g	959.4	505	https://www.orthodb.org/v10?query=6891at5794	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
6993at5794	Complete	781_g	671.0	439	https://www.orthodb.org/v10?query=6993at5794	adenylosuccinate lyase, putative
7036at5794	Complete	3517_g	276.5	315	https://www.orthodb.org/v10?query=7036at5794	Syntaxin binding protein, putative
7091at5794	Complete	4538_g	783.2	569	https://www.orthodb.org/v10?query=7091at5794	Topoisomerase I
7157at5794	Complete	4991_g	661.6	542	https://www.orthodb.org/v10?query=7157at5794	Pre-mRNA-splicing factor CLF1, putative
7233at5794	Complete	1748_g	356.0	464	https://www.orthodb.org/v10?query=7233at5794	Flavodoxin domain-containing protein
7295at5794	Complete	4870_g	681.0	469	https://www.orthodb.org/v10?query=7295at5794	GroEL-like apical domain superfamily
7349at5794	Complete	2230_g	814.4	551	https://www.orthodb.org/v10?query=7349at5794	Heat shock protein 90, putative
7423at5794	Complete	3319_g	513.1	505	https://www.orthodb.org/v10?query=7423at5794	Myb-like DNA-binding domain-containing protein, putative
7447at5794	Complete	4901_g	709.5	391	https://www.orthodb.org/v10?query=7447at5794	ATP synthase subunit alpha
7485at5794	Complete	2708_g	748.8	532	https://www.orthodb.org/v10?query=7485at5794	Heat shock protein 90, putative
7555at5794	Complete	2962_g	607.7	433	https://www.orthodb.org/v10?query=7555at5794	WD40-repeat-containing domain
7566at5794	Complete	3504_g	413.8	385	https://www.orthodb.org/v10?query=7566at5794	Eukaryotic translation initiation factor 3 subunit L
7633at5794	Complete	4329_g	612.4	450	https://www.orthodb.org/v10?query=7633at5794	aspartate-tRNA ligase
7668at5794	Complete	2183_g	426.2	595	https://www.orthodb.org/v10?query=7668at5794	DNA-binding chaperone, putative
7687at5794	Complete	791_g	665.5	424	https://www.orthodb.org/v10?query=7687at5794	Importin subunit alpha
7815at5794	Complete	3241_g	700.7	505	https://www.orthodb.org/v10?query=7815at5794	Glutamine-fructose-6-phosphate transaminase (Isomerizing)
7831at5794	Complete	5016_g	860.4	422	https://www.orthodb.org/v10?query=7831at5794	Vacuolar ATP synthase subunit b, putative
7857at5794	Complete	2331_g	632.0	696	https://www.orthodb.org/v10?query=7857at5794	Arm repeat-containing protein
7863at5794	Complete	3816_g	509.7	446	https://www.orthodb.org/v10?query=7863at5794	hypothetical protein, conserved
8020at5794	Complete	3145_g	690.9	442	https://www.orthodb.org/v10?query=8020at5794	Cysteinyl-tRNA synthetase
8041at5794	Complete	3772_g	726.4	442	https://www.orthodb.org/v10?query=8041at5794	GroEL-like apical domain superfamily
8055at5794	Complete	3628_g	642.1	419	https://www.orthodb.org/v10?query=8055at5794	Poly(A) polymerase PAP, putative
8389at5794	Complete	352_g	665.6	455	https://www.orthodb.org/v10?query=8389at5794	Tryptophanyl-tRNA synthetase
8420at5794	Complete	3149_g	853.2	478	https://www.orthodb.org/v10?query=8420at5794	Heat shock protein 60, putative
8643at5794	Complete	4703_g	915.7	552	https://www.orthodb.org/v10?query=8643at5794	RNA helicase 1, putative
8677at5794	Complete	1058_g	600.7	439	https://www.orthodb.org/v10?query=8677at5794	ATPase family AAA domain-containing protein 3
8690at5794	Complete	4245_g	375.8	341	https://www.orthodb.org/v10?query=8690at5794	Aspartyl aminopeptidase, putative
8695at5794	Complete	187_g	463.7	448	https://www.orthodb.org/v10?query=8695at5794	tRNA (guanine(26)-N(2))-dimethyltransferase
8725at5794	Complete	550_g	382.2	357	https://www.orthodb.org/v10?query=8725at5794	Zinc finger protein, putative
8735at5794	Complete	5045_g	547.0	377	https://www.orthodb.org/v10?query=8735at5794	WD40-repeat-containing domain
8813at5794	Complete	1500_g	462.8	343	https://www.orthodb.org/v10?query=8813at5794	Nucleolar GTP-binding protein 2
8866at5794	Complete	4045_g	533.9	386	https://www.orthodb.org/v10?query=8866at5794	DNA primase large subunit
8903at5794	Complete	432_g	761.4	401	https://www.orthodb.org/v10?query=8903at5794	Protein transport protein Sec61 alpha subunit isoform 1, putative
8944at5794	Complete	1710_g	520.9	349	https://www.orthodb.org/v10?query=8944at5794	Cytosol aminopeptidase, putative
9037at5794	Complete	3476_g	727.2	447	https://www.orthodb.org/v10?query=9037at5794	TCP-1 chaperonin
9069at5794	Complete	4535_g	575.6	470	https://www.orthodb.org/v10?query=9069at5794	Peptidyl-prolyl cis-trans isomerase
9164at5794	Complete	1417_g	384.2	308	https://www.orthodb.org/v10?query=9164at5794	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
9293at5794	Complete	2360_g	788.6	409	https://www.orthodb.org/v10?query=9293at5794	ATP synthase subunit beta
9319at5794	Complete	3176_g	320.5	329	https://www.orthodb.org/v10?query=9319at5794	erythrocyte membrane-associated antigen
9322at5794	Complete	182_g	709.5	473	https://www.orthodb.org/v10?query=9322at5794	Translocation protein SEC63
9332at5794	Complete	472_g	694.8	422	https://www.orthodb.org/v10?query=9332at5794	Lysine--tRNA ligase
9361at5794	Complete	3511_g	667.5	556	https://www.orthodb.org/v10?query=9361at5794	Nucleolar GTP-binding protein 1
9369at5794	Complete	1385_g	796.1	401	https://www.orthodb.org/v10?query=9369at5794	Eukaryotic translation initiation factor 2 gamma subunit, putative
9406at5794	Complete	4390_g	671.3	436	https://www.orthodb.org/v10?query=9406at5794	Phenylalanyl-tRNA synthetase alpha chain
9462at5794	Complete	383_g	304.8	223	https://www.orthodb.org/v10?query=9462at5794	RNA lariat debranching enzyme, putative
9529at5794	Complete	1337_g	494.7	541	https://www.orthodb.org/v10?query=9529at5794	Ribosome biogenesis protein BOP1, putative
9588at5794	Complete	3595_g	450.1	333	https://www.orthodb.org/v10?query=9588at5794	Methylthiotransferase, N-terminal
9601at5794	Complete	411_g	333.6	338	https://www.orthodb.org/v10?query=9601at5794	WD40-repeat-containing domain
9725at5794	Complete	3076_g	521.1	388	https://www.orthodb.org/v10?query=9725at5794	Eukaryotic translation initiation factor 3 subunit 7, putative
9789at5794	Complete	694_g	495.2	420	https://www.orthodb.org/v10?query=9789at5794	WD40/YVTN repeat-like-containing domain superfamily
9808at5794	Complete	1664_g	422.4	334	https://www.orthodb.org/v10?query=9808at5794	FACT complex subunit SSRP1
9847at5794	Complete	4183_g	751.9	360	https://www.orthodb.org/v10?query=9847at5794	Histone deacetylase
9982at5794	Complete	362_g	581.8	389	https://www.orthodb.org/v10?query=9982at5794	26S proteasome non-ATPase regulatory subunit 3
10029at5794	Complete	3642_g	812.2	645	https://www.orthodb.org/v10?query=10029at5794	Ankyrin repeat-containing domain
10090at5794	Complete	4698_g	442.8	393	https://www.orthodb.org/v10?query=10090at5794	Ubiquitin carboxyl-terminal hydrolase
10141at5794	Complete	4510_g	489.1	375	https://www.orthodb.org/v10?query=10141at5794	Nuclear pore localisation protein NPL4, C-terminal
10293at5794	Complete	4659_g	645.3	418	https://www.orthodb.org/v10?query=10293at5794	Mitochondrial processing peptidase alpha subunit, putative
10373at5794	Complete	114_g	704.7	367	https://www.orthodb.org/v10?query=10373at5794	26S protease regulatory subunit 7, putative
10652at5794	Complete	2575_g	602.0	496	https://www.orthodb.org/v10?query=10652at5794	Phenylalanyl-tRNA synthetase beta chain, putative
10788at5794	Complete	3172_g	443.1	361	https://www.orthodb.org/v10?query=10788at5794	Winged helix-like DNA-binding domain superfamily
10838at5794	Complete	3483_g	407.9	295	https://www.orthodb.org/v10?query=10838at5794	Cardiolipin synthetase
10854at5794	Complete	1596_g	726.7	492	https://www.orthodb.org/v10?query=10854at5794	tetratricopeptide repeat domain containing protein
10856at5794	Complete	1786_g	501.5	449	https://www.orthodb.org/v10?query=10856at5794	Creatinase, N-terminal
10909at5794	Complete	818_g	476.4	762	https://www.orthodb.org/v10?query=10909at5794	FAD-dependent monooxygenase, putative
10935at5794	Complete	4137_g	695.0	437	https://www.orthodb.org/v10?query=10935at5794	Inosine-5'-monophosphate dehydrogenase
10985at5794	Complete	4836_g	662.9	343	https://www.orthodb.org/v10?query=10985at5794	Helicase, C-terminal
11003at5794	Complete	3901_g	750.6	358	https://www.orthodb.org/v10?query=11003at5794	ATP-dependent RNA helicase DDX6
11034at5794	Complete	1408_g	484.2	327	https://www.orthodb.org/v10?query=11034at5794	Glycylpeptide N-tetradecanoyltransferase
11057at5794	Complete	585_g	684.7	389	https://www.orthodb.org/v10?query=11057at5794	RuvB-like helicase
11123at5794	Complete	4799_g	413.7	341	https://www.orthodb.org/v10?query=11123at5794	PCI domain-containing protein
11176at5794	Complete	3296_g	468.0	322	https://www.orthodb.org/v10?query=11176at5794	Phosphatidylinositol-4-phosphate 5-kinase, putative
11205at5794	Complete	4706_g	439.7	363	https://www.orthodb.org/v10?query=11205at5794	Eukaryotic translation initiation factor 3 subunit E
11231at5794	Complete	521_g	589.7	502	https://www.orthodb.org/v10?query=11231at5794	Serine/threonine protein phosphatase, putative
11241at5794	Complete	1746_g	736.4	439	https://www.orthodb.org/v10?query=11241at5794	Signal recognition particle 54 kDa protein
11259at5794	Complete	2853_g	299.3	268	https://www.orthodb.org/v10?query=11259at5794	Protein disulfide isomerase
11284at5794	Complete	4255_g	637.4	370	https://www.orthodb.org/v10?query=11284at5794	Mitochondrial processing peptidase
11346at5794	Complete	2427_g	686.5	393	https://www.orthodb.org/v10?query=11346at5794	Rab GDP dissociation inhibitor
11405at5794	Complete	825_g	335.6	319	https://www.orthodb.org/v10?query=11405at5794	WD40-repeat-containing domain
11493at5794	Complete	4174_g	468.5	449	https://www.orthodb.org/v10?query=11493at5794	Splicing factor 3A subunit 3, putative
11582at5794	Complete	2359_g	488.4	331	https://www.orthodb.org/v10?query=11582at5794	Serine hydroxymethyltransferase
11612at5794	Complete	1613_g	595.1	413	https://www.orthodb.org/v10?query=11612at5794	Glucose-6-phosphate isomerase
11621at5794	Complete	66_g	609.9	321	https://www.orthodb.org/v10?query=11621at5794	26S proteasome regulatory subunit
11677at5794	Complete	1728_g	657.9	723	https://www.orthodb.org/v10?query=11677at5794	WD40 repeat
11711at5794	Complete	327_g	251.6	409	https://www.orthodb.org/v10?query=11711at5794	tetratricopeptide repeat-containing protein
11713at5794	Complete	1147_g	605.9	418	https://www.orthodb.org/v10?query=11713at5794	Seryl-tRNA synthetase
11718at5794	Complete	1305_g	463.8	357	https://www.orthodb.org/v10?query=11718at5794	Proteasome PCI domain-containing protein, putative
11783at5794	Complete	1453_g	715.9	351	https://www.orthodb.org/v10?query=11783at5794	Pseudouridine synthase, catalytic domain superfamily
11832at5794	Complete	2634_g	489.4	320	https://www.orthodb.org/v10?query=11832at5794	Actin
12016at5794	Complete	1406_g	431.8	271	https://www.orthodb.org/v10?query=12016at5794	Deoxyhypusine synthase
12071at5794	Complete	625_g	517.3	453	https://www.orthodb.org/v10?query=12071at5794	Signal recognition particle receptor alpha subunit
12125at5794	Complete	1368_g	350.4	259	https://www.orthodb.org/v10?query=12125at5794	tRNA-dihydrouridine synthase
12211at5794	Complete	146_g	346.2	296	https://www.orthodb.org/v10?query=12211at5794	General transcription factor IIH polypeptide 2, putative
12351at5794	Complete	2817_g	658.0	370	https://www.orthodb.org/v10?query=12351at5794	26S Proteasome regulatory subunit 6A
12388at5794	Complete	2711_g	559.5	370	https://www.orthodb.org/v10?query=12388at5794	Nop domain
12440at5794	Complete	4855_g	722.8	376	https://www.orthodb.org/v10?query=12440at5794	Eukaryotic peptide chain release factor subunit 1
12505at5794	Complete	3320_g	519.1	318	https://www.orthodb.org/v10?query=12505at5794	Ankyrin repeat-containing domain
12644at5794	Complete	4456_g	362.4	314	https://www.orthodb.org/v10?query=12644at5794	Chromatin assembly factor 1 subunit, putative
12743at5794	Complete	1191_g	405.1	288	https://www.orthodb.org/v10?query=12743at5794	WD40-repeat-containing domain
12797at5794	Complete	3914_g	195.1	288	https://www.orthodb.org/v10?query=12797at5794	mRNA triphosphatase Cet1-like
12818at5794	Complete	4152_g	549.3	348	https://www.orthodb.org/v10?query=12818at5794	Phosphoglycerate kinase
12942at5794	Complete	1425_g	357.5	270	https://www.orthodb.org/v10?query=12942at5794	mRNA capping enzyme
13036at5794	Complete	3262_g	660.4	338	https://www.orthodb.org/v10?query=13036at5794	Ribosomal protein L3
13102at5794	Complete	4150_g	592.5	339	https://www.orthodb.org/v10?query=13102at5794	S-adenosylmethionine synthase
13194at5794	Complete	2579_g	343.9	299	https://www.orthodb.org/v10?query=13194at5794	Thioredoxin, putative
13336at5794	Complete	4020_g	299.2	269	https://www.orthodb.org/v10?query=13336at5794	p1 nuclease, putative
13345at5794	Complete	2611_g	344.1	343	https://www.orthodb.org/v10?query=13345at5794	Pescadillo homolog
13556at5794	Complete	4110_g	481.9	313	https://www.orthodb.org/v10?query=13556at5794	Acid phosphatase, putative
13632at5794	Complete	753_g	531.3	297	https://www.orthodb.org/v10?query=13632at5794	Tyrosine--tRNA ligase
13724at5794	Complete	456_g	331.2	241	https://www.orthodb.org/v10?query=13724at5794	Rab-GTPase-TBC domain
13776at5794	Complete	1334_g	334.6	417	https://www.orthodb.org/v10?query=13776at5794	CobW/P47K family domain-containing protein, putative
13789at5794	Complete	68_g	412.1	324	https://www.orthodb.org/v10?query=13789at5794	V-type proton ATPase subunit H
13817at5794	Complete	1539_g	439.8	308	https://www.orthodb.org/v10?query=13817at5794	Winged helix-like DNA-binding domain superfamily
13855at5794	Complete	5134_g	307.4	261	https://www.orthodb.org/v10?query=13855at5794	Ribonuclease Nob1, eukaryote
13883at5794	Complete	5098_g	497.5	302	https://www.orthodb.org/v10?query=13883at5794	ATPase ASNA1 homolog
13893at5794	Complete	3289_g	346.4	309	https://www.orthodb.org/v10?query=13893at5794	26S proteasome non-ATPase regulatory subunit 13
13940at5794	Complete	721_g	295.7	264	https://www.orthodb.org/v10?query=13940at5794	tRNA pseudouridine synthase
14024at5794	Complete	4117_g	425.5	276	https://www.orthodb.org/v10?query=14024at5794	tRNA-dihydrouridine synthase A
14048at5794	Complete	2417_g	355.7	366	https://www.orthodb.org/v10?query=14048at5794	DEAD/DEAH box ATP-dependent RNA helicase, putative
14082at5794	Complete	3639_g	731.3	424	https://www.orthodb.org/v10?query=14082at5794	Pyruvate kinase
14124at5794	Complete	4639_g	582.5	367	https://www.orthodb.org/v10?query=14124at5794	Adenosylhomocysteinase
14227at5794	Complete	2618_g	521.4	276	https://www.orthodb.org/v10?query=14227at5794	Casein kinase 2, alpha subunit, putative
14479at5794	Complete	2623_g	200.6	317	https://www.orthodb.org/v10?query=14479at5794	tetratricopeptide repeat-containing protein
14505at5794	Complete	4588_g	558.6	301	https://www.orthodb.org/v10?query=14505at5794	GDP-fucose transporter
14575at5794	Complete	1634_g	403.2	298	https://www.orthodb.org/v10?query=14575at5794	Translocation protein sec62
14640at5794	Complete	2275_g	319.6	293	https://www.orthodb.org/v10?query=14640at5794	Ataxin-3, putative
14681at5794	Complete	2619_g	453.9	263	https://www.orthodb.org/v10?query=14681at5794	Succinyl-CoA ligase alpha subunit, putative
14874at5794	Complete	3783_g	326.9	298	https://www.orthodb.org/v10?query=14874at5794	DNA polymerase alpha/epsilon, subunit B
14957at5794	Complete	1877_g	510.8	322	https://www.orthodb.org/v10?query=14957at5794	V-type proton ATPase subunit
14975at5794	Complete	924_g	507.0	274	https://www.orthodb.org/v10?query=14975at5794	WD40-repeat-containing domain
14987at5794	Complete	165_g	514.5	344	https://www.orthodb.org/v10?query=14987at5794	Ubiquitin carboxyl-terminal hydrolase, putative
15126at5794	Complete	1187_g	393.5	475	https://www.orthodb.org/v10?query=15126at5794	Protein pelota homolog
15286at5794	Complete	364_g	343.5	256	https://www.orthodb.org/v10?query=15286at5794	Elongation factor 1-gamma
15299at5794	Complete	1970_g	378.5	361	https://www.orthodb.org/v10?query=15299at5794	Surp module domain-containing protein
15302at5794	Complete	3084_g	593.1	355	https://www.orthodb.org/v10?query=15302at5794	Nop domain
15350at5794	Complete	2762_g	379.0	286	https://www.orthodb.org/v10?query=15350at5794	Endoplasmic reticulum oxidoreductin
15424at5794	Complete	1937_g	222.2	270	https://www.orthodb.org/v10?query=15424at5794	RNA 3'-terminal phosphate cyclase
15503at5794	Complete	1508_g	342.6	248	https://www.orthodb.org/v10?query=15503at5794	Ribosomal protein L5 eukaryotic/L18 archaeal
15514at5794	Complete	2878_g	252.7	296	https://www.orthodb.org/v10?query=15514at5794	DnaJ domain
15540at5794	Complete	2572_g	312.3	313	https://www.orthodb.org/v10?query=15540at5794	Actin-like protein 3b, putative
15596at5794	Complete	3290_g	458.3	292	https://www.orthodb.org/v10?query=15596at5794	Probable tRNA N6-adenosine threonylcarbamoyltransferase
15774at5794	Complete	1904_g	391.5	372	https://www.orthodb.org/v10?query=15774at5794	Zinc finger C2H2 superfamily
15805at5794	Complete	4616_g	552.5	491	https://www.orthodb.org/v10?query=15805at5794	WD40-repeat-containing domain
15855at5794	Complete	638_g	453.2	263	https://www.orthodb.org/v10?query=15855at5794	Proteasome regulatory subunit
15916at5794	Complete	2808_g	472.5	318	https://www.orthodb.org/v10?query=15916at5794	26S Proteasome non-ATPase regulatory subunit 6
15993at5794	Complete	2660_g	351.3	254	https://www.orthodb.org/v10?query=15993at5794	UDP-galactose transporter, putative
16032at5794	Complete	4357_g	397.1	293	https://www.orthodb.org/v10?query=16032at5794	V-type proton ATPase subunit C
