# BUSCO version is: 5.4.5 
# The lineage dataset is: apicomplexa_odb10 (Creation date: 2020-09-10, number of genomes: 54, number of BUSCOs: 446)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
9601at5794	Complete	250_g	324.7	309	https://www.orthodb.org/v10?query=9601at5794	WD40-repeat-containing domain
9725at5794	Complete	3569_g	521.7	409	https://www.orthodb.org/v10?query=9725at5794	Eukaryotic translation initiation factor 3 subunit 7, putative
9789at5794	Complete	769_g	496.6	399	https://www.orthodb.org/v10?query=9789at5794	WD40/YVTN repeat-like-containing domain superfamily
9808at5794	Complete	4812_g	423.7	334	https://www.orthodb.org/v10?query=9808at5794	FACT complex subunit SSRP1
9847at5794	Complete	2131_g	751.9	360	https://www.orthodb.org/v10?query=9847at5794	Histone deacetylase
9982at5794	Complete	295_g	489.0	351	https://www.orthodb.org/v10?query=9982at5794	26S proteasome non-ATPase regulatory subunit 3
10029at5794	Complete	1600_g	802.9	593	https://www.orthodb.org/v10?query=10029at5794	Ankyrin repeat-containing domain
10090at5794	Complete	895_g	437.6	382	https://www.orthodb.org/v10?query=10090at5794	Ubiquitin carboxyl-terminal hydrolase
10141at5794	Complete	4427_g	469.5	335	https://www.orthodb.org/v10?query=10141at5794	Nuclear pore localisation protein NPL4, C-terminal
10293at5794	Complete	854_g	644.0	418	https://www.orthodb.org/v10?query=10293at5794	Mitochondrial processing peptidase alpha subunit, putative
10373at5794	Complete	1049_g	712.5	373	https://www.orthodb.org/v10?query=10373at5794	26S protease regulatory subunit 7, putative
10652at5794	Complete	4045_g	582.9	477	https://www.orthodb.org/v10?query=10652at5794	Phenylalanyl-tRNA synthetase beta chain, putative
10788at5794	Complete	1846_g	441.6	370	https://www.orthodb.org/v10?query=10788at5794	Winged helix-like DNA-binding domain superfamily
10838at5794	Complete	109_g	405.0	306	https://www.orthodb.org/v10?query=10838at5794	Cardiolipin synthetase
10854at5794	Complete	2700_g	728.4	512	https://www.orthodb.org/v10?query=10854at5794	tetratricopeptide repeat domain containing protein
10856at5794	Complete	4692_g	501.2	471	https://www.orthodb.org/v10?query=10856at5794	Creatinase, N-terminal
10909at5794	Complete	1156_g	483.9	487	https://www.orthodb.org/v10?query=10909at5794	FAD-dependent monooxygenase, putative
10935at5794	Complete	2175_g	698.8	433	https://www.orthodb.org/v10?query=10935at5794	Inosine-5'-monophosphate dehydrogenase
10985at5794	Complete	4176_g	659.4	342	https://www.orthodb.org/v10?query=10985at5794	Helicase, C-terminal
11003at5794	Complete	662_g	752.4	358	https://www.orthodb.org/v10?query=11003at5794	ATP-dependent RNA helicase DDX6
11034at5794	Complete	2515_g	486.1	309	https://www.orthodb.org/v10?query=11034at5794	Glycylpeptide N-tetradecanoyltransferase
11057at5794	Complete	1719_g	684.7	389	https://www.orthodb.org/v10?query=11057at5794	RuvB-like helicase
11123at5794	Complete	4143_g	416.9	341	https://www.orthodb.org/v10?query=11123at5794	PCI domain-containing protein
11176at5794	Complete	3097_g	449.9	316	https://www.orthodb.org/v10?query=11176at5794	Phosphatidylinositol-4-phosphate 5-kinase, putative
11205at5794	Complete	903_g	440.7	369	https://www.orthodb.org/v10?query=11205at5794	Eukaryotic translation initiation factor 3 subunit E
11231at5794	Complete	1660_g	572.4	454	https://www.orthodb.org/v10?query=11231at5794	Serine/threonine protein phosphatase, putative
11241at5794	Complete	4732_g	735.2	438	https://www.orthodb.org/v10?query=11241at5794	Signal recognition particle 54 kDa protein
11259at5794	Complete	3774_g	295.1	273	https://www.orthodb.org/v10?query=11259at5794	Protein disulfide isomerase
11284at5794	Complete	2053_g	629.4	358	https://www.orthodb.org/v10?query=11284at5794	Mitochondrial processing peptidase
11346at5794	Complete	1481_g	678.3	393	https://www.orthodb.org/v10?query=11346at5794	Rab GDP dissociation inhibitor
11405at5794	Complete	4548_g	302.6	299	https://www.orthodb.org/v10?query=11405at5794	WD40-repeat-containing domain
11493at5794	Complete	2138_g	461.5	434	https://www.orthodb.org/v10?query=11493at5794	Splicing factor 3A subunit 3, putative
11582at5794	Complete	1423_g	484.1	329	https://www.orthodb.org/v10?query=11582at5794	Serine hydroxymethyltransferase
11612at5794	Complete	2716_g	585.0	412	https://www.orthodb.org/v10?query=11612at5794	Glucose-6-phosphate isomerase
11621at5794	Complete	1003_g	609.8	321	https://www.orthodb.org/v10?query=11621at5794	26S proteasome regulatory subunit
11677at5794	Complete	4750_g	668.2	718	https://www.orthodb.org/v10?query=11677at5794	WD40 repeat
11711at5794	Complete	323_g	267.7	410	https://www.orthodb.org/v10?query=11711at5794	tetratricopeptide repeat-containing protein
11713at5794	Complete	3404_g	587.7	390	https://www.orthodb.org/v10?query=11713at5794	Seryl-tRNA synthetase
11718at5794	Complete	2422_g	463.4	379	https://www.orthodb.org/v10?query=11718at5794	Proteasome PCI domain-containing protein, putative
11783at5794	Complete	2557_g	711.3	351	https://www.orthodb.org/v10?query=11783at5794	Pseudouridine synthase, catalytic domain superfamily
11832at5794	Complete	3988_g	492.9	320	https://www.orthodb.org/v10?query=11832at5794	Actin
12016at5794	Complete	2513_g	429.3	266	https://www.orthodb.org/v10?query=12016at5794	Deoxyhypusine synthase
12071at5794	Complete	1759_g	517.1	387	https://www.orthodb.org/v10?query=12071at5794	Signal recognition particle receptor alpha subunit
12125at5794	Complete	2477_g	353.4	259	https://www.orthodb.org/v10?query=12125at5794	tRNA-dihydrouridine synthase
12211at5794	Complete	1077_g	347.9	299	https://www.orthodb.org/v10?query=12211at5794	General transcription factor IIH polypeptide 2, putative
12351at5794	Complete	3808_g	656.9	332	https://www.orthodb.org/v10?query=12351at5794	26S Proteasome regulatory subunit 6A
12388at5794	Complete	3918_g	552.8	369	https://www.orthodb.org/v10?query=12388at5794	Nop domain
12440at5794	Complete	4197_g	718.8	379	https://www.orthodb.org/v10?query=12440at5794	Eukaryotic peptide chain release factor subunit 1
12505at5794	Complete	3072_g	522.7	318	https://www.orthodb.org/v10?query=12505at5794	Ankyrin repeat-containing domain
12644at5794	Complete	4484_g	352.4	304	https://www.orthodb.org/v10?query=12644at5794	Chromatin assembly factor 1 subunit, putative
12743at5794	Complete	3450_g	409.0	289	https://www.orthodb.org/v10?query=12743at5794	WD40-repeat-containing domain
12797at5794	Complete	650_g	180.6	241	https://www.orthodb.org/v10?query=12797at5794	mRNA triphosphatase Cet1-like
12818at5794	Complete	2159_g	553.8	348	https://www.orthodb.org/v10?query=12818at5794	Phosphoglycerate kinase
12942at5794	Complete	2531_g	350.0	271	https://www.orthodb.org/v10?query=12942at5794	mRNA capping enzyme
13036at5794	Complete	3130_g	657.9	335	https://www.orthodb.org/v10?query=13036at5794	Ribosomal protein L3
13102at5794	Complete	2162_g	595.7	339	https://www.orthodb.org/v10?query=13102at5794	S-adenosylmethionine synthase
13194at5794	Complete	4040_g	349.4	299	https://www.orthodb.org/v10?query=13194at5794	Thioredoxin, putative
13336at5794	Complete	2292_g	284.8	253	https://www.orthodb.org/v10?query=13336at5794	p1 nuclease, putative
13345at5794	Complete	4010_g	336.2	352	https://www.orthodb.org/v10?query=13345at5794	Pescadillo homolog
13556at5794	Complete	2201_g	477.6	313	https://www.orthodb.org/v10?query=13556at5794	Acid phosphatase, putative
13632at5794	Complete	711_g	502.7	278	https://www.orthodb.org/v10?query=13632at5794	Tyrosine--tRNA ligase
13724at5794	Complete	208_g	331.7	241	https://www.orthodb.org/v10?query=13724at5794	Rab-GTPase-TBC domain
13776at5794	Complete	2449_g	347.9	345	https://www.orthodb.org/v10?query=13776at5794	CobW/P47K family domain-containing protein, putative
13789at5794	Complete	1005_g	406.6	366	https://www.orthodb.org/v10?query=13789at5794	V-type proton ATPase subunit H
13817at5794	Complete	2642_g	438.3	310	https://www.orthodb.org/v10?query=13817at5794	Winged helix-like DNA-binding domain superfamily
13855at5794	Complete	4607_g	307.7	289	https://www.orthodb.org/v10?query=13855at5794	Ribonuclease Nob1, eukaryote
13883at5794	Complete	4570_g	498.0	303	https://www.orthodb.org/v10?query=13883at5794	ATPase ASNA1 homolog
13893at5794	Complete	3104_g	339.6	309	https://www.orthodb.org/v10?query=13893at5794	26S proteasome non-ATPase regulatory subunit 13
13940at5794	Complete	741_g	279.5	258	https://www.orthodb.org/v10?query=13940at5794	tRNA pseudouridine synthase
14024at5794	Complete	2194_g	411.7	341	https://www.orthodb.org/v10?query=14024at5794	tRNA-dihydrouridine synthase A
14048at5794	Complete	1473_g	352.0	368	https://www.orthodb.org/v10?query=14048at5794	DEAD/DEAH box ATP-dependent RNA helicase, putative
14082at5794	Complete	1597_g	733.6	424	https://www.orthodb.org/v10?query=14082at5794	Pyruvate kinase
14124at5794	Complete	834_g	576.0	366	https://www.orthodb.org/v10?query=14124at5794	Adenosylhomocysteinase
14227at5794	Complete	4004_g	518.8	276	https://www.orthodb.org/v10?query=14227at5794	Casein kinase 2, alpha subunit, putative
14479at5794	Complete	3999_g	199.8	271	https://www.orthodb.org/v10?query=14479at5794	tetratricopeptide repeat-containing protein
14505at5794	Complete	4352_g	547.4	303	https://www.orthodb.org/v10?query=14505at5794	GDP-fucose transporter
14575at5794	Complete	4842_g	402.0	302	https://www.orthodb.org/v10?query=14575at5794	Translocation protein sec62
14640at5794	Complete	1340_g	313.8	284	https://www.orthodb.org/v10?query=14640at5794	Ataxin-3, putative
14681at5794	Complete	4003_g	449.9	263	https://www.orthodb.org/v10?query=14681at5794	Succinyl-CoA ligase alpha subunit, putative
14874at5794	Complete	2870_g	327.9	297	https://www.orthodb.org/v10?query=14874at5794	DNA polymerase alpha/epsilon, subunit B
14957at5794	Complete	522_g	506.2	322	https://www.orthodb.org/v10?query=14957at5794	V-type proton ATPase subunit
14975at5794	Complete	3225_g	491.1	269	https://www.orthodb.org/v10?query=14975at5794	WD40-repeat-containing domain
14987at5794	Complete	1095_g	524.1	409	https://www.orthodb.org/v10?query=14987at5794	Ubiquitin carboxyl-terminal hydrolase, putative
15126at5794	Complete	3445_g	380.5	311	https://www.orthodb.org/v10?query=15126at5794	Protein pelota homolog
15286at5794	Complete	293_g	335.0	254	https://www.orthodb.org/v10?query=15286at5794	Elongation factor 1-gamma
15299at5794	Complete	4847_g	384.4	421	https://www.orthodb.org/v10?query=15299at5794	Surp module domain-containing protein
15302at5794	Complete	3578_g	579.6	380	https://www.orthodb.org/v10?query=15302at5794	Nop domain
15350at5794	Complete	3870_g	369.1	300	https://www.orthodb.org/v10?query=15350at5794	Endoplasmic reticulum oxidoreductin
15424at5794	Complete	464_g	240.0	274	https://www.orthodb.org/v10?query=15424at5794	RNA 3'-terminal phosphate cyclase
15503at5794	Complete	2612_g	364.2	235	https://www.orthodb.org/v10?query=15503at5794	Ribosomal protein L5 eukaryotic/L18 archaeal
15514at5794	Complete	3751_g	251.3	263	https://www.orthodb.org/v10?query=15514at5794	DnaJ domain
15540at5794	Complete	4048_g	305.1	309	https://www.orthodb.org/v10?query=15540at5794	Actin-like protein 3b, putative
15596at5794	Complete	3103_g	461.0	303	https://www.orthodb.org/v10?query=15596at5794	Probable tRNA N6-adenosine threonylcarbamoyltransferase
15774at5794	Complete	497_g	388.3	428	https://www.orthodb.org/v10?query=15774at5794	Zinc finger C2H2 superfamily
15805at5794	Complete	814_g	557.9	476	https://www.orthodb.org/v10?query=15805at5794	WD40-repeat-containing domain
15855at5794	Complete	1773_g	453.1	260	https://www.orthodb.org/v10?query=15855at5794	Proteasome regulatory subunit
15916at5794	Complete	3819_g	474.4	319	https://www.orthodb.org/v10?query=15916at5794	26S Proteasome non-ATPase regulatory subunit 6
15993at5794	Complete	3963_g	346.7	254	https://www.orthodb.org/v10?query=15993at5794	UDP-galactose transporter, putative
16032at5794	Complete	1944_g	395.3	293	https://www.orthodb.org/v10?query=16032at5794	V-type proton ATPase subunit C
16039at5794	Complete	3417_g	479.3	359	https://www.orthodb.org/v10?query=16039at5794	Actin-like family protein ARP6, putative
16057at5794	Complete	3396_g	386.7	264	https://www.orthodb.org/v10?query=16057at5794	Eukaryotic translation initiation factor 3 subunit I
