# BUSCO version is: 5.4.5 
# The lineage dataset is: apicomplexa_odb10 (Creation date: 2020-09-10, number of genomes: 54, number of BUSCOs: 446)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
5881at5794	Complete	2551_g	487.1	634	https://www.orthodb.org/v10?query=5881at5794	Phosphoinositide phospholipase C
6024at5794	Complete	3900_g	1010.1	800	https://www.orthodb.org/v10?query=6024at5794	Transportin, putative
6081at5794	Fragmented	3408_g	732.4	382	https://www.orthodb.org/v10?query=6081at5794	Heat shock protein 90
6083at5794	Complete	3192_g	735.7	472	https://www.orthodb.org/v10?query=6083at5794	CTP synthase
6176at5794	Complete	1120_g	747.8	449	https://www.orthodb.org/v10?query=6176at5794	Polyadenylate-binding protein
6285at5794	Complete	1537_g	930.6	615	https://www.orthodb.org/v10?query=6285at5794	Vesicle-fusing ATPase
6307at5794	Complete	6483_g	1037.5	811	https://www.orthodb.org/v10?query=6307at5794	26S Proteasome non-ATPase regulatory subunit 1
6333at5794	Fragmented	3493_g	169.0	101	https://www.orthodb.org/v10?query=6333at5794	Coatomer subunit gamma
6336at5794	Duplicated	2866_g	616.5	526	https://www.orthodb.org/v10?query=6336at5794	Heat shock protein 70
6336at5794	Duplicated	1023_g	574.4	502	https://www.orthodb.org/v10?query=6336at5794	Heat shock protein 70
6367at5794	Complete	4069_g	739.1	474	https://www.orthodb.org/v10?query=6367at5794	Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain
6474at5794	Complete	2744_g	386.8	264	https://www.orthodb.org/v10?query=6474at5794	Glycyl-tRNA synthetase
6554at5794	Complete	2516_g	417.1	368	https://www.orthodb.org/v10?query=6554at5794	Bifunctional dihydrofolate reductase-thymidylate synthase
6605at5794	Fragmented	3183_g	464.6	276	https://www.orthodb.org/v10?query=6605at5794	Prolyl-tRNA synthetase
6785at5794	Fragmented	4853_g	283.4	243	https://www.orthodb.org/v10?query=6785at5794	Ribosome biogenesis protein TSR1, putative
6796at5794	Complete	3213_g	555.2	482	https://www.orthodb.org/v10?query=6796at5794	Sec1-like protein
6891at5794	Complete	2892_g	963.6	498	https://www.orthodb.org/v10?query=6891at5794	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
6993at5794	Complete	1927_g	633.4	418	https://www.orthodb.org/v10?query=6993at5794	adenylosuccinate lyase, putative
7036at5794	Fragmented	4922_g	187.8	212	https://www.orthodb.org/v10?query=7036at5794	Syntaxin binding protein, putative
7091at5794	Complete	2089_g	708.1	530	https://www.orthodb.org/v10?query=7091at5794	Topoisomerase I
7157at5794	Complete	53_g	662.4	536	https://www.orthodb.org/v10?query=7157at5794	Pre-mRNA-splicing factor CLF1, putative
7233at5794	Complete	2097_g	154.6	214	https://www.orthodb.org/v10?query=7233at5794	Flavodoxin domain-containing protein
7295at5794	Complete	151_g	682.9	487	https://www.orthodb.org/v10?query=7295at5794	GroEL-like apical domain superfamily
7349at5794	Complete	52_g	817.1	539	https://www.orthodb.org/v10?query=7349at5794	Heat shock protein 90, putative
7423at5794	Complete	3341_g	514.3	450	https://www.orthodb.org/v10?query=7423at5794	Myb-like DNA-binding domain-containing protein, putative
7447at5794	Complete	721_g	660.6	400	https://www.orthodb.org/v10?query=7447at5794	ATP synthase subunit alpha
7485at5794	Complete	1557_g	726.0	520	https://www.orthodb.org/v10?query=7485at5794	Heat shock protein 90, putative
7555at5794	Complete	4473_g	610.2	431	https://www.orthodb.org/v10?query=7555at5794	WD40-repeat-containing domain
7566at5794	Missing
7633at5794	Complete	4316_g	605.6	385	https://www.orthodb.org/v10?query=7633at5794	aspartate-tRNA ligase
7668at5794	Complete	2788_g	439.1	524	https://www.orthodb.org/v10?query=7668at5794	DNA-binding chaperone, putative
7687at5794	Complete	920_g	663.7	425	https://www.orthodb.org/v10?query=7687at5794	Importin subunit alpha
7815at5794	Complete	6797_g	650.3	504	https://www.orthodb.org/v10?query=7815at5794	Glutamine-fructose-6-phosphate transaminase (Isomerizing)
7831at5794	Complete	6691_g	814.2	422	https://www.orthodb.org/v10?query=7831at5794	Vacuolar ATP synthase subunit b, putative
7857at5794	Complete	4410_g	530.2	628	https://www.orthodb.org/v10?query=7857at5794	Arm repeat-containing protein
7863at5794	Complete	3140_g	547.6	406	https://www.orthodb.org/v10?query=7863at5794	hypothetical protein, conserved
8020at5794	Duplicated	850_g	692.6	428	https://www.orthodb.org/v10?query=8020at5794	Cysteinyl-tRNA synthetase
8020at5794	Duplicated	5478_g	615.6	327	https://www.orthodb.org/v10?query=8020at5794	Cysteinyl-tRNA synthetase
8041at5794	Complete	2466_g	662.8	442	https://www.orthodb.org/v10?query=8041at5794	GroEL-like apical domain superfamily
8055at5794	Complete	377_g	621.5	379	https://www.orthodb.org/v10?query=8055at5794	Poly(A) polymerase PAP, putative
8389at5794	Complete	6626_g	377.5	234	https://www.orthodb.org/v10?query=8389at5794	Tryptophanyl-tRNA synthetase
8420at5794	Complete	1860_g	831.7	465	https://www.orthodb.org/v10?query=8420at5794	Heat shock protein 60, putative
8643at5794	Complete	18_g	916.1	579	https://www.orthodb.org/v10?query=8643at5794	RNA helicase 1, putative
8677at5794	Complete	6370_g	604.0	430	https://www.orthodb.org/v10?query=8677at5794	ATPase family AAA domain-containing protein 3
8690at5794	Fragmented	1726_g	201.2	191	https://www.orthodb.org/v10?query=8690at5794	Aspartyl aminopeptidase, putative
8695at5794	Complete	2636_g	458.5	421	https://www.orthodb.org/v10?query=8695at5794	tRNA (guanine(26)-N(2))-dimethyltransferase
8725at5794	Complete	3233_g	370.6	374	https://www.orthodb.org/v10?query=8725at5794	Zinc finger protein, putative
8735at5794	Complete	6708_g	486.4	341	https://www.orthodb.org/v10?query=8735at5794	WD40-repeat-containing domain
8813at5794	Complete	6593_g	471.5	321	https://www.orthodb.org/v10?query=8813at5794	Nucleolar GTP-binding protein 2
8866at5794	Complete	1623_g	535.3	385	https://www.orthodb.org/v10?query=8866at5794	DNA primase large subunit
8903at5794	Complete	2242_g	753.3	399	https://www.orthodb.org/v10?query=8903at5794	Protein transport protein Sec61 alpha subunit isoform 1, putative
8944at5794	Complete	6850_g	522.2	373	https://www.orthodb.org/v10?query=8944at5794	Cytosol aminopeptidase, putative
9037at5794	Complete	2055_g	674.6	465	https://www.orthodb.org/v10?query=9037at5794	TCP-1 chaperonin
9069at5794	Complete	2879_g	520.5	447	https://www.orthodb.org/v10?query=9069at5794	Peptidyl-prolyl cis-trans isomerase
9164at5794	Complete	1302_g	244.4	186	https://www.orthodb.org/v10?query=9164at5794	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
9293at5794	Fragmented	2935_g	356.1	200	https://www.orthodb.org/v10?query=9293at5794	ATP synthase subunit beta
9319at5794	Fragmented	907_g	220.1	166	https://www.orthodb.org/v10?query=9319at5794	erythrocyte membrane-associated antigen
9322at5794	Complete	1486_g	567.0	431	https://www.orthodb.org/v10?query=9322at5794	Translocation protein SEC63
9332at5794	Complete	3438_g	691.6	422	https://www.orthodb.org/v10?query=9332at5794	Lysine--tRNA ligase
9361at5794	Complete	462_g	659.6	539	https://www.orthodb.org/v10?query=9361at5794	Nucleolar GTP-binding protein 1
9369at5794	Complete	7078_g	796.9	401	https://www.orthodb.org/v10?query=9369at5794	Eukaryotic translation initiation factor 2 gamma subunit, putative
9406at5794	Complete	324_g	649.7	460	https://www.orthodb.org/v10?query=9406at5794	Phenylalanyl-tRNA synthetase alpha chain
9462at5794	Duplicated	6106_g	291.7	216	https://www.orthodb.org/v10?query=9462at5794	RNA lariat debranching enzyme, putative
9462at5794	Duplicated	3284_g	250.2	224	https://www.orthodb.org/v10?query=9462at5794	RNA lariat debranching enzyme, putative
9529at5794	Complete	4430_g	266.3	292	https://www.orthodb.org/v10?query=9529at5794	Ribosome biogenesis protein BOP1, putative
9588at5794	Complete	2996_g	449.3	331	https://www.orthodb.org/v10?query=9588at5794	Methylthiotransferase, N-terminal
9601at5794	Complete	2477_g	298.2	316	https://www.orthodb.org/v10?query=9601at5794	WD40-repeat-containing domain
9725at5794	Complete	4203_g	257.1	252	https://www.orthodb.org/v10?query=9725at5794	Eukaryotic translation initiation factor 3 subunit 7, putative
9789at5794	Fragmented	2958_g	282.1	222	https://www.orthodb.org/v10?query=9789at5794	WD40/YVTN repeat-like-containing domain superfamily
9808at5794	Duplicated	6683_g	424.4	334	https://www.orthodb.org/v10?query=9808at5794	FACT complex subunit SSRP1
9808at5794	Duplicated	5479_g	366.3	295	https://www.orthodb.org/v10?query=9808at5794	FACT complex subunit SSRP1
9847at5794	Complete	2944_g	751.8	360	https://www.orthodb.org/v10?query=9847at5794	Histone deacetylase
9982at5794	Complete	2762_g	569.6	384	https://www.orthodb.org/v10?query=9982at5794	26S proteasome non-ATPase regulatory subunit 3
10029at5794	Fragmented	1197_g	583.3	410	https://www.orthodb.org/v10?query=10029at5794	Ankyrin repeat-containing domain
10090at5794	Complete	3297_g	438.8	381	https://www.orthodb.org/v10?query=10090at5794	Ubiquitin carboxyl-terminal hydrolase
10141at5794	Complete	3478_g	471.7	371	https://www.orthodb.org/v10?query=10141at5794	Nuclear pore localisation protein NPL4, C-terminal
10293at5794	Complete	1967_g	644.4	418	https://www.orthodb.org/v10?query=10293at5794	Mitochondrial processing peptidase alpha subunit, putative
10373at5794	Complete	986_g	713.1	373	https://www.orthodb.org/v10?query=10373at5794	26S protease regulatory subunit 7, putative
10652at5794	Complete	2114_g	562.9	461	https://www.orthodb.org/v10?query=10652at5794	Phenylalanyl-tRNA synthetase beta chain, putative
10788at5794	Complete	1015_g	436.8	363	https://www.orthodb.org/v10?query=10788at5794	Winged helix-like DNA-binding domain superfamily
10838at5794	Missing
10854at5794	Complete	4311_g	730.7	512	https://www.orthodb.org/v10?query=10854at5794	tetratricopeptide repeat domain containing protein
10856at5794	Complete	557_g	425.6	433	https://www.orthodb.org/v10?query=10856at5794	Creatinase, N-terminal
10909at5794	Complete	830_g	476.3	487	https://www.orthodb.org/v10?query=10909at5794	FAD-dependent monooxygenase, putative
10935at5794	Complete	385_g	697.3	433	https://www.orthodb.org/v10?query=10935at5794	Inosine-5'-monophosphate dehydrogenase
10985at5794	Complete	6775_g	659.2	342	https://www.orthodb.org/v10?query=10985at5794	Helicase, C-terminal
11003at5794	Complete	1613_g	619.4	305	https://www.orthodb.org/v10?query=11003at5794	ATP-dependent RNA helicase DDX6
11034at5794	Complete	3052_g	476.5	309	https://www.orthodb.org/v10?query=11034at5794	Glycylpeptide N-tetradecanoyltransferase
11057at5794	Duplicated	6620_g	307.5	378	https://www.orthodb.org/v10?query=11057at5794	RuvB-like helicase
11057at5794	Duplicated	1548_g	298.1	380	https://www.orthodb.org/v10?query=11057at5794	RuvB-like helicase
11123at5794	Complete	4353_g	419.1	341	https://www.orthodb.org/v10?query=11123at5794	PCI domain-containing protein
11176at5794	Complete	528_g	430.0	302	https://www.orthodb.org/v10?query=11176at5794	Phosphatidylinositol-4-phosphate 5-kinase, putative
11205at5794	Complete	21_g	441.8	371	https://www.orthodb.org/v10?query=11205at5794	Eukaryotic translation initiation factor 3 subunit E
11231at5794	Missing
11241at5794	Complete	2036_g	731.8	438	https://www.orthodb.org/v10?query=11241at5794	Signal recognition particle 54 kDa protein
11259at5794	Complete	3792_g	296.3	272	https://www.orthodb.org/v10?query=11259at5794	Protein disulfide isomerase
11284at5794	Complete	3516_g	627.4	358	https://www.orthodb.org/v10?query=11284at5794	Mitochondrial processing peptidase
11346at5794	Complete	3771_g	631.7	368	https://www.orthodb.org/v10?query=11346at5794	Rab GDP dissociation inhibitor
11405at5794	Complete	2022_g	305.2	317	https://www.orthodb.org/v10?query=11405at5794	WD40-repeat-containing domain
11493at5794	Fragmented	4100_g	287.7	141	https://www.orthodb.org/v10?query=11493at5794	Splicing factor 3A subunit 3, putative
11582at5794	Complete	2934_g	482.3	333	https://www.orthodb.org/v10?query=11582at5794	Serine hydroxymethyltransferase
11612at5794	Complete	6673_g	542.1	361	https://www.orthodb.org/v10?query=11612at5794	Glucose-6-phosphate isomerase
11621at5794	Missing
11677at5794	Complete	3937_g	406.6	432	https://www.orthodb.org/v10?query=11677at5794	WD40 repeat
11711at5794	Fragmented	6785_g	171.9	192	https://www.orthodb.org/v10?query=11711at5794	tetratricopeptide repeat-containing protein
11713at5794	Fragmented	2774_g	391.5	279	https://www.orthodb.org/v10?query=11713at5794	Seryl-tRNA synthetase
11718at5794	Fragmented	3426_g	281.8	194	https://www.orthodb.org/v10?query=11718at5794	Proteasome PCI domain-containing protein, putative
11783at5794	Complete	3847_g	711.3	351	https://www.orthodb.org/v10?query=11783at5794	Pseudouridine synthase, catalytic domain superfamily
11832at5794	Complete	6644_g	474.9	320	https://www.orthodb.org/v10?query=11832at5794	Actin
12016at5794	Complete	3050_g	418.3	252	https://www.orthodb.org/v10?query=12016at5794	Deoxyhypusine synthase
12071at5794	Complete	2196_g	517.3	379	https://www.orthodb.org/v10?query=12071at5794	Signal recognition particle receptor alpha subunit
12125at5794	Complete	745_g	352.5	259	https://www.orthodb.org/v10?query=12125at5794	tRNA-dihydrouridine synthase
12211at5794	Complete	2577_g	346.7	305	https://www.orthodb.org/v10?query=12211at5794	General transcription factor IIH polypeptide 2, putative
12351at5794	Missing
12388at5794	Complete	6800_g	556.4	369	https://www.orthodb.org/v10?query=12388at5794	Nop domain
12440at5794	Complete	2829_g	719.0	378	https://www.orthodb.org/v10?query=12440at5794	Eukaryotic peptide chain release factor subunit 1
12505at5794	Fragmented	3215_g	241.8	156	https://www.orthodb.org/v10?query=12505at5794	Ankyrin repeat-containing domain
12644at5794	Complete	4437_g	358.5	304	https://www.orthodb.org/v10?query=12644at5794	Chromatin assembly factor 1 subunit, putative
12743at5794	Complete	938_g	382.0	273	https://www.orthodb.org/v10?query=12743at5794	WD40-repeat-containing domain
12797at5794	Complete	3115_g	95.9	153	https://www.orthodb.org/v10?query=12797at5794	mRNA triphosphatase Cet1-like
12818at5794	Complete	273_g	500.5	320	https://www.orthodb.org/v10?query=12818at5794	Phosphoglycerate kinase
12942at5794	Complete	1503_g	355.3	279	https://www.orthodb.org/v10?query=12942at5794	mRNA capping enzyme
13036at5794	Fragmented	363_g	318.8	179	https://www.orthodb.org/v10?query=13036at5794	Ribosomal protein L3
13102at5794	Complete	3633_g	595.7	339	https://www.orthodb.org/v10?query=13102at5794	S-adenosylmethionine synthase
13194at5794	Complete	6882_g	351.0	313	https://www.orthodb.org/v10?query=13194at5794	Thioredoxin, putative
13336at5794	Complete	914_g	292.7	241	https://www.orthodb.org/v10?query=13336at5794	p1 nuclease, putative
13345at5794	Missing
13556at5794	Duplicated	1024_g	456.8	305	https://www.orthodb.org/v10?query=13556at5794	Acid phosphatase, putative
13556at5794	Duplicated	5334_g	455.5	303	https://www.orthodb.org/v10?query=13556at5794	Acid phosphatase, putative
13632at5794	Complete	3753_g	531.4	297	https://www.orthodb.org/v10?query=13632at5794	Tyrosine--tRNA ligase
13724at5794	Complete	729_g	325.7	228	https://www.orthodb.org/v10?query=13724at5794	Rab-GTPase-TBC domain
13776at5794	Complete	6473_g	344.5	352	https://www.orthodb.org/v10?query=13776at5794	CobW/P47K family domain-containing protein, putative
13789at5794	Complete	2990_g	388.8	330	https://www.orthodb.org/v10?query=13789at5794	V-type proton ATPase subunit H
13817at5794	Fragmented	6141_g	179.2	119	https://www.orthodb.org/v10?query=13817at5794	Winged helix-like DNA-binding domain superfamily
13855at5794	Complete	6765_g	306.5	271	https://www.orthodb.org/v10?query=13855at5794	Ribonuclease Nob1, eukaryote
13883at5794	Complete	2701_g	497.6	303	https://www.orthodb.org/v10?query=13883at5794	ATPase ASNA1 homolog
13893at5794	Fragmented	4179_g	231.4	175	https://www.orthodb.org/v10?query=13893at5794	26S proteasome non-ATPase regulatory subunit 13
13940at5794	Fragmented	4079_g	154.9	131	https://www.orthodb.org/v10?query=13940at5794	tRNA pseudouridine synthase
14024at5794	Complete	1575_g	409.0	333	https://www.orthodb.org/v10?query=14024at5794	tRNA-dihydrouridine synthase A
14048at5794	Complete	3556_g	352.1	367	https://www.orthodb.org/v10?query=14048at5794	DEAD/DEAH box ATP-dependent RNA helicase, putative
14082at5794	Complete	2602_g	733.3	424	https://www.orthodb.org/v10?query=14082at5794	Pyruvate kinase
14124at5794	Complete	2362_g	546.9	336	https://www.orthodb.org/v10?query=14124at5794	Adenosylhomocysteinase
14227at5794	Complete	6534_g	515.9	276	https://www.orthodb.org/v10?query=14227at5794	Casein kinase 2, alpha subunit, putative
14479at5794	Complete	3563_g	175.5	196	https://www.orthodb.org/v10?query=14479at5794	tetratricopeptide repeat-containing protein
14505at5794	Complete	4107_g	549.0	303	https://www.orthodb.org/v10?query=14505at5794	GDP-fucose transporter
14575at5794	Complete	2782_g	401.1	301	https://www.orthodb.org/v10?query=14575at5794	Translocation protein sec62
14640at5794	Fragmented	4591_g	145.7	113	https://www.orthodb.org/v10?query=14640at5794	Ataxin-3, putative
14681at5794	Missing
14874at5794	Complete	540_g	330.3	300	https://www.orthodb.org/v10?query=14874at5794	DNA polymerase alpha/epsilon, subunit B
14957at5794	Complete	5494_g	388.1	252	https://www.orthodb.org/v10?query=14957at5794	V-type proton ATPase subunit
14975at5794	Missing
14987at5794	Complete	3244_g	520.2	379	https://www.orthodb.org/v10?query=14987at5794	Ubiquitin carboxyl-terminal hydrolase, putative
15126at5794	Complete	3529_g	226.0	196	https://www.orthodb.org/v10?query=15126at5794	Protein pelota homolog
15286at5794	Complete	3567_g	330.0	250	https://www.orthodb.org/v10?query=15286at5794	Elongation factor 1-gamma
15299at5794	Complete	3000_g	392.6	381	https://www.orthodb.org/v10?query=15299at5794	Surp module domain-containing protein
15302at5794	Complete	1508_g	524.6	355	https://www.orthodb.org/v10?query=15302at5794	Nop domain
15350at5794	Complete	1380_g	371.1	308	https://www.orthodb.org/v10?query=15350at5794	Endoplasmic reticulum oxidoreductin
15424at5794	Complete	5525_g	236.6	271	https://www.orthodb.org/v10?query=15424at5794	RNA 3'-terminal phosphate cyclase
15503at5794	Complete	4052_g	313.5	212	https://www.orthodb.org/v10?query=15503at5794	Ribosomal protein L5 eukaryotic/L18 archaeal
15514at5794	Complete	5016_g	192.8	165	https://www.orthodb.org/v10?query=15514at5794	DnaJ domain
15540at5794	Complete	2746_g	287.5	298	https://www.orthodb.org/v10?query=15540at5794	Actin-like protein 3b, putative
15596at5794	Complete	4178_g	462.7	329	https://www.orthodb.org/v10?query=15596at5794	Probable tRNA N6-adenosine threonylcarbamoyltransferase
15774at5794	Complete	114_g	391.6	372	https://www.orthodb.org/v10?query=15774at5794	Zinc finger C2H2 superfamily
15805at5794	Fragmented	2323_g	391.1	274	https://www.orthodb.org/v10?query=15805at5794	WD40-repeat-containing domain
15855at5794	Complete	1328_g	418.4	294	https://www.orthodb.org/v10?query=15855at5794	Proteasome regulatory subunit
15916at5794	Complete	805_g	355.8	255	https://www.orthodb.org/v10?query=15916at5794	26S Proteasome non-ATPase regulatory subunit 6
15993at5794	Fragmented	3510_g	235.4	178	https://www.orthodb.org/v10?query=15993at5794	UDP-galactose transporter, putative
16032at5794	Complete	498_g	376.7	269	https://www.orthodb.org/v10?query=16032at5794	V-type proton ATPase subunit C
16039at5794	Missing
16057at5794	Complete	2100_g	386.2	264	https://www.orthodb.org/v10?query=16057at5794	Eukaryotic translation initiation factor 3 subunit I
16146at5794	Fragmented	5734_g	195.8	120	https://www.orthodb.org/v10?query=16146at5794	Bystin, putative
16452at5794	Complete	2917_g	721.9	402	https://www.orthodb.org/v10?query=16452at5794	Tubulin gamma chain
16539at5794	Complete	6749_g	298.9	236	https://www.orthodb.org/v10?query=16539at5794	Snap protein (Soluble n-ethylmaleimide-sensitive factor attachment protein)
16650at5794	Complete	6533_g	208.3	186	https://www.orthodb.org/v10?query=16650at5794	Membrane-associated calcum-binding protein, related, putative
16820at5794	Complete	702_g	340.4	270	https://www.orthodb.org/v10?query=16820at5794	Mannose-1-phosphate guanyltransferase, putative
